Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_016920845.1	Primary Assembly	Un			JACDQR010000622.1	Chromosome		NW_024399628.1	unplaced-scaffold	11146			Contig664
GCF_016920845.1	Primary Assembly	Un			JACDQR010000623.1	Chromosome		NW_024399629.1	unplaced-scaffold	5745			Contig665
GCF_016920845.1	Primary Assembly	Un			JACDQR010000624.1	Chromosome		NW_024399630.1	unplaced-scaffold	688			Contig666
GCF_016920845.1	Primary Assembly	Un			JACDQR010000625.1	Chromosome		NW_024399631.1	unplaced-scaffold	6013			Contig667
GCF_016920845.1	Primary Assembly	Un			JACDQR010000626.1	Chromosome		NW_024399632.1	unplaced-scaffold	9685			Contig668
GCF_016920845.1	Primary Assembly	Un			JACDQR010000627.1	Chromosome		NW_024399633.1	unplaced-scaffold	9667			Contig669
GCF_016920845.1	Primary Assembly	Un			JACDQR010000628.1	Chromosome		NW_024399634.1	unplaced-scaffold	7465			Contig670
GCF_016920845.1	Primary Assembly	Un			JACDQR010000629.1	Chromosome		NW_024399635.1	unplaced-scaffold	21674			Contig672
GCF_016920845.1	Primary Assembly	Un			JACDQR010000630.1	Chromosome		NW_024399636.1	unplaced-scaffold	18571			Contig674
GCF_016920845.1	Primary Assembly	Un			JACDQR010000631.1	Chromosome		NW_024399637.1	unplaced-scaffold	5873			Contig675
GCF_016920845.1	Primary Assembly	Un			JACDQR010000632.1	Chromosome		NW_024399638.1	unplaced-scaffold	3177			Contig676
GCF_016920845.1	Primary Assembly	Un			JACDQR010000633.1	Chromosome		NW_024399639.1	unplaced-scaffold	1480			Contig677
GCF_016920845.1	Primary Assembly	Un			JACDQR010000634.1	Chromosome		NW_024399640.1	unplaced-scaffold	1899			Contig678
GCF_016920845.1	Primary Assembly	Un			JACDQR010000635.1	Chromosome		NW_024399641.1	unplaced-scaffold	16030			Contig679
GCF_016920845.1	Primary Assembly	Un			JACDQR010000636.1	Chromosome		NW_024399643.1	unplaced-scaffold	9495			Contig681
GCF_016920845.1	Primary Assembly	Un			JACDQR010000637.1	Chromosome		NW_024399644.1	unplaced-scaffold	14380			Contig682
GCF_016920845.1	Primary Assembly	Un			JACDQR010000638.1	Chromosome		NW_024399645.1	unplaced-scaffold	25575			Contig683
GCF_016920845.1	Primary Assembly	Un			JACDQR010000639.1	Chromosome		NW_024399646.1	unplaced-scaffold	5028			Contig684
GCF_016920845.1	Primary Assembly	Un			JACDQR010000640.1	Chromosome		NW_024399647.1	unplaced-scaffold	8498			Contig686
GCF_016920845.1	Primary Assembly	Un			JACDQR010000641.1	Chromosome		NW_024399648.1	unplaced-scaffold	16790			Contig687
GCF_016920845.1	Primary Assembly	Un			JACDQR010000642.1	Chromosome		NW_024399649.1	unplaced-scaffold	1024			Contig688
GCF_016920845.1	Primary Assembly	Un			JACDQR010000643.1	Chromosome		NW_024399650.1	unplaced-scaffold	1190			Contig689
GCF_016920845.1	Primary Assembly	Un			JACDQR010000644.1	Chromosome		NW_024399652.1	unplaced-scaffold	2961			Contig690
GCF_016920845.1	Primary Assembly	Un			JACDQR010000645.1	Chromosome		NW_024399653.1	unplaced-scaffold	13500			Contig691
GCF_016920845.1	Primary Assembly	Un			JACDQR010000646.1	Chromosome		NW_024399654.1	unplaced-scaffold	19570			Contig692
GCF_016920845.1	Primary Assembly	Un			JACDQR010000647.1	Chromosome		NW_024399655.1	unplaced-scaffold	1736			Contig693
GCF_016920845.1	Primary Assembly	Un			JACDQR010000648.1	Chromosome		NW_024399656.1	unplaced-scaffold	1906			Contig695
GCF_016920845.1	Primary Assembly	Un			JACDQR010000649.1	Chromosome		NW_024399657.1	unplaced-scaffold	1306			Contig696
GCF_016920845.1	Primary Assembly	Un			JACDQR010000650.1	Chromosome		NW_024399658.1	unplaced-scaffold	1983			Contig697
GCF_016920845.1	Primary Assembly	Un			JACDQR010000651.1	Chromosome		NW_024399661.1	unplaced-scaffold	16288			Contig700
GCF_016920845.1	Primary Assembly	Un			JACDQR010000652.1	Chromosome		NW_024399662.1	unplaced-scaffold	2555			Contig701
GCF_016920845.1	Primary Assembly	Un			JACDQR010000653.1	Chromosome		NW_024399663.1	unplaced-scaffold	14600			Contig702
GCF_016920845.1	Primary Assembly	Un			JACDQR010000654.1	Chromosome		NW_024399664.1	unplaced-scaffold	1398			Contig703
GCF_016920845.1	Primary Assembly	Un			JACDQR010000655.1	Chromosome		NW_024399665.1	unplaced-scaffold	10213			Contig704
GCF_016920845.1	Primary Assembly	Un			JACDQR010000656.1	Chromosome		NW_024399666.1	unplaced-scaffold	10017			Contig705
GCF_016920845.1	Primary Assembly	Un			JACDQR010000657.1	Chromosome		NW_024399667.1	unplaced-scaffold	2387			Contig706
GCF_016920845.1	Primary Assembly	Un			JACDQR010000658.1	Chromosome		NW_024399668.1	unplaced-scaffold	4285			Contig707
GCF_016920845.1	Primary Assembly	Un			JACDQR010000659.1	Chromosome		NW_024399669.1	unplaced-scaffold	2320			Contig708
GCF_016920845.1	Primary Assembly	Un			JACDQR010000660.1	Chromosome		NW_024399670.1	unplaced-scaffold	2862			Contig709
GCF_016920845.1	Primary Assembly	Un			JACDQR010000661.1	Chromosome		NW_024399671.1	unplaced-scaffold	2800			Contig710
GCF_016920845.1	Primary Assembly	Un			JACDQR010000662.1	Chromosome		NW_024399672.1	unplaced-scaffold	12798			Contig711
GCF_016920845.1	Primary Assembly	Un			JACDQR010000663.1	Chromosome		NW_024399673.1	unplaced-scaffold	16498			Contig712
GCF_016920845.1	Primary Assembly	Un			JACDQR010000664.1	Chromosome		NW_024399674.1	unplaced-scaffold	11078			Contig713
GCF_016920845.1	Primary Assembly	Un			JACDQR010000665.1	Chromosome		NW_024399675.1	unplaced-scaffold	2398			Contig714
GCF_016920845.1	Primary Assembly	Un			JACDQR010000666.1	Chromosome		NW_024399676.1	unplaced-scaffold	1615			Contig715
GCF_016920845.1	Primary Assembly	Un			JACDQR010000667.1	Chromosome		NW_024399677.1	unplaced-scaffold	1492			Contig716
GCF_016920845.1	Primary Assembly	Un			JACDQR010000668.1	Chromosome		NW_024399678.1	unplaced-scaffold	1220			Contig717
GCF_016920845.1	Primary Assembly	Un			JACDQR010000669.1	Chromosome		NW_024399679.1	unplaced-scaffold	1070			Contig719
GCF_016920845.1	Primary Assembly	Un			JACDQR010000670.1	Chromosome		NW_024399681.1	unplaced-scaffold	12179			Contig720
GCF_016920845.1	Primary Assembly	Un			JACDQR010000671.1	Chromosome		NW_024399682.1	unplaced-scaffold	1538			Contig721
GCF_016920845.1	Primary Assembly	Un			JACDQR010000672.1	Chromosome		NW_024399683.1	unplaced-scaffold	3776			Contig722
GCF_016920845.1	Primary Assembly	Un			JACDQR010000673.1	Chromosome		NW_024399684.1	unplaced-scaffold	27853			Contig723
GCF_016920845.1	Primary Assembly	Un			JACDQR010000674.1	Chromosome		NW_024399685.1	unplaced-scaffold	11524			Contig724
GCF_016920845.1	Primary Assembly	Un			JACDQR010000675.1	Chromosome		NW_024399686.1	unplaced-scaffold	4583			Contig725
GCF_016920845.1	Primary Assembly	Un			JACDQR010000676.1	Chromosome		NW_024399687.1	unplaced-scaffold	5141			Contig726
GCF_016920845.1	Primary Assembly	Un			JACDQR010000677.1	Chromosome		NW_024399688.1	unplaced-scaffold	14418			Contig727
GCF_016920845.1	Primary Assembly	Un			JACDQR010000678.1	Chromosome		NW_024399689.1	unplaced-scaffold	1063			Contig728
GCF_016920845.1	Primary Assembly	Un			JACDQR010000679.1	Chromosome		NW_024399690.1	unplaced-scaffold	8465			Contig729
GCF_016920845.1	Primary Assembly	Un			JACDQR010000680.1	Chromosome		NW_024399692.1	unplaced-scaffold	20184			Contig730
GCF_016920845.1	Primary Assembly	Un			JACDQR010000681.1	Chromosome		NW_024399693.1	unplaced-scaffold	21248			Contig731
GCF_016920845.1	Primary Assembly	Un			JACDQR010000682.1	Chromosome		NW_024399694.1	unplaced-scaffold	25359			Contig733
GCF_016920845.1	Primary Assembly	Un			JACDQR010000683.1	Chromosome		NW_024399695.1	unplaced-scaffold	31786			Contig734
GCF_016920845.1	Primary Assembly	Un			JACDQR010000684.1	Chromosome		NW_024399696.1	unplaced-scaffold	1788			Contig735
GCF_016920845.1	Primary Assembly	Un			JACDQR010000685.1	Chromosome		NW_024399697.1	unplaced-scaffold	3884			Contig736
GCF_016920845.1	Primary Assembly	Un			JACDQR010000686.1	Chromosome		NW_024399698.1	unplaced-scaffold	1703			Contig738
GCF_016920845.1	Primary Assembly	Un			JACDQR010000687.1	Chromosome		NW_024399699.1	unplaced-scaffold	3493			Contig739
GCF_016920845.1	Primary Assembly	Un			JACDQR010000688.1	Chromosome		NW_024399701.1	unplaced-scaffold	3735			Contig740
GCF_016920845.1	Primary Assembly	Un			JACDQR010000689.1	Chromosome		NW_024399702.1	unplaced-scaffold	2555			Contig743
GCF_016920845.1	Primary Assembly	Un			JACDQR010000690.1	Chromosome		NW_024399703.1	unplaced-scaffold	2751			Contig744
GCF_016920845.1	Primary Assembly	Un			JACDQR010000691.1	Chromosome		NW_024399704.1	unplaced-scaffold	2476			Contig745
GCF_016920845.1	Primary Assembly	Un			JACDQR010000692.1	Chromosome		NW_024399705.1	unplaced-scaffold	2361			Contig748
GCF_016920845.1	Primary Assembly	Un			JACDQR010000693.1	Chromosome		NW_024399706.1	unplaced-scaffold	24368			Contig749
GCF_016920845.1	Primary Assembly	Un			JACDQR010000694.1	Chromosome		NW_024399708.1	unplaced-scaffold	2825			Contig751
GCF_016920845.1	Primary Assembly	Un			JACDQR010000695.1	Chromosome		NW_024399709.1	unplaced-scaffold	970			Contig752
GCF_016920845.1	Primary Assembly	Un			JACDQR010000696.1	Chromosome		NW_024399710.1	unplaced-scaffold	1037			Contig753
GCF_016920845.1	Primary Assembly	Un			JACDQR010000697.1	Chromosome		NW_024399711.1	unplaced-scaffold	983			Contig754
GCF_016920845.1	Primary Assembly	Un			JACDQR010000698.1	Chromosome		NW_024399712.1	unplaced-scaffold	2507			Contig755
GCF_016920845.1	Primary Assembly	Un			JACDQR010000699.1	Chromosome		NW_024399713.1	unplaced-scaffold	9695			Contig756
GCF_016920845.1	Primary Assembly	Un			JACDQR010000700.1	Chromosome		NW_024399714.1	unplaced-scaffold	10252			Contig757
GCF_016920845.1	Primary Assembly	Un			JACDQR010000701.1	Chromosome		NW_024399715.1	unplaced-scaffold	2367			Contig758
GCF_016920845.1	Primary Assembly	Un			JACDQR010000702.1	Chromosome		NW_024399716.1	unplaced-scaffold	3069			Contig759
GCF_016920845.1	Primary Assembly	Un			JACDQR010000703.1	Chromosome		NW_024399717.1	unplaced-scaffold	1653			Contig760
GCF_016920845.1	Primary Assembly	Un			JACDQR010000704.1	Chromosome		NW_024399718.1	unplaced-scaffold	27352			Contig761
GCF_016920845.1	Primary Assembly	Un			JACDQR010000705.1	Chromosome		NW_024399719.1	unplaced-scaffold	1922			Contig763
GCF_016920845.1	Primary Assembly	Un			JACDQR010000706.1	Chromosome		NW_024399720.1	unplaced-scaffold	2522			Contig765
GCF_016920845.1	Primary Assembly	Un			JACDQR010000707.1	Chromosome		NW_024399721.1	unplaced-scaffold	1789			Contig766
GCF_016920845.1	Primary Assembly	Un			JACDQR010000708.1	Chromosome		NW_024399722.1	unplaced-scaffold	10610			Contig767
GCF_016920845.1	Primary Assembly	Un			JACDQR010000709.1	Chromosome		NW_024399723.1	unplaced-scaffold	3265			Contig768
GCF_016920845.1	Primary Assembly	Un			JACDQR010000710.1	Chromosome		NW_024399724.1	unplaced-scaffold	1312			Contig769
GCF_016920845.1	Primary Assembly	Un			JACDQR010000711.1	Chromosome		NW_024399726.1	unplaced-scaffold	1688			Contig770
GCF_016920845.1	Primary Assembly	Un			JACDQR010000712.1	Chromosome		NW_024399727.1	unplaced-scaffold	1671			Contig771
GCF_016920845.1	Primary Assembly	Un			JACDQR010000713.1	Chromosome		NW_024399728.1	unplaced-scaffold	15379			Contig772
GCF_016920845.1	Primary Assembly	Un			JACDQR010000714.1	Chromosome		NW_024399729.1	unplaced-scaffold	985			Contig773
GCF_016920845.1	Primary Assembly	Un			JACDQR010000715.1	Chromosome		NW_024399730.1	unplaced-scaffold	9230			Contig774
GCF_016920845.1	Primary Assembly	Un			JACDQR010000716.1	Chromosome		NW_024399731.1	unplaced-scaffold	4644			Contig777
GCF_016920845.1	Primary Assembly	Un			JACDQR010000717.1	Chromosome		NW_024399732.1	unplaced-scaffold	1692			Contig778
GCF_016920845.1	Primary Assembly	Un			JACDQR010000718.1	Chromosome		NW_024399733.1	unplaced-scaffold	14574			Contig779
GCF_016920845.1	Primary Assembly	Un			JACDQR010000719.1	Chromosome		NW_024399734.1	unplaced-scaffold	14091			Contig780
GCF_016920845.1	Primary Assembly	Un			JACDQR010000720.1	Chromosome		NW_024399735.1	unplaced-scaffold	21595			Contig781
GCF_016920845.1	Primary Assembly	Un			JACDQR010000721.1	Chromosome		NW_024399736.1	unplaced-scaffold	11713			Contig782
GCF_016920845.1	Primary Assembly	Un			JACDQR010000722.1	Chromosome		NW_024399737.1	unplaced-scaffold	2310			Contig783
GCF_016920845.1	Primary Assembly	Un			JACDQR010000723.1	Chromosome		NW_024399738.1	unplaced-scaffold	8403			Contig784
GCF_016920845.1	Primary Assembly	Un			JACDQR010000724.1	Chromosome		NW_024399739.1	unplaced-scaffold	14845			Contig785
GCF_016920845.1	Primary Assembly	Un			JACDQR010000725.1	Chromosome		NW_024399740.1	unplaced-scaffold	3238			Contig786
GCF_016920845.1	Primary Assembly	Un			JACDQR010000726.1	Chromosome		NW_024399741.1	unplaced-scaffold	868			Contig787
GCF_016920845.1	Primary Assembly	Un			JACDQR010000727.1	Chromosome		NW_024399742.1	unplaced-scaffold	16870			Contig788
GCF_016920845.1	Primary Assembly	Un			JACDQR010000728.1	Chromosome		NW_024399743.1	unplaced-scaffold	936			Contig789
GCF_016920845.1	Primary Assembly	Un			JACDQR010000729.1	Chromosome		NW_024399745.1	unplaced-scaffold	1210			Contig790
GCF_016920845.1	Primary Assembly	Un			JACDQR010000730.1	Chromosome		NW_024399746.1	unplaced-scaffold	25791			Contig791
GCF_016920845.1	Primary Assembly	Un			JACDQR010000731.1	Chromosome		NW_024399747.1	unplaced-scaffold	1430			Contig792
GCF_016920845.1	Primary Assembly	Un			JACDQR010000732.1	Chromosome		NW_024399748.1	unplaced-scaffold	3006			Contig794
GCF_016920845.1	Primary Assembly	Un			JACDQR010000733.1	Chromosome		NW_024399749.1	unplaced-scaffold	9421			Contig795
GCF_016920845.1	Primary Assembly	Un			JACDQR010000734.1	Chromosome		NW_024399750.1	unplaced-scaffold	10628			Contig796
GCF_016920845.1	Primary Assembly	Un			JACDQR010000735.1	Chromosome		NW_024399751.1	unplaced-scaffold	2803			Contig797
GCF_016920845.1	Primary Assembly	Un			JACDQR010000736.1	Chromosome		NW_024399752.1	unplaced-scaffold	2221			Contig798
GCF_016920845.1	Primary Assembly	Un			JACDQR010000737.1	Chromosome		NW_024399753.1	unplaced-scaffold	14624			Contig799
GCF_016920845.1	Primary Assembly	Un			JACDQR010000738.1	Chromosome		NW_024399755.1	unplaced-scaffold	22970			Contig800
GCF_016920845.1	Primary Assembly	Un			JACDQR010000739.1	Chromosome		NW_024399756.1	unplaced-scaffold	31271			Contig801
GCF_016920845.1	Primary Assembly	Un			JACDQR010000740.1	Chromosome		NW_024399757.1	unplaced-scaffold	1648			Contig802
GCF_016920845.1	Primary Assembly	Un			JACDQR010000741.1	Chromosome		NW_024399758.1	unplaced-scaffold	2596			Contig803
GCF_016920845.1	Primary Assembly	Un			JACDQR010000742.1	Chromosome		NW_024399759.1	unplaced-scaffold	9582			Contig804
GCF_016920845.1	Primary Assembly	Un			JACDQR010000743.1	Chromosome		NW_024399760.1	unplaced-scaffold	2731			Contig805
GCF_016920845.1	Primary Assembly	Un			JACDQR010000744.1	Chromosome		NW_024399761.1	unplaced-scaffold	15098			Contig806
GCF_016920845.1	Primary Assembly	Un			JACDQR010000745.1	Chromosome		NW_024399762.1	unplaced-scaffold	14636			Contig807
GCF_016920845.1	Primary Assembly	Un			JACDQR010000746.1	Chromosome		NW_024399763.1	unplaced-scaffold	19333			Contig808
GCF_016920845.1	Primary Assembly	Un			JACDQR010000747.1	Chromosome		NW_024399764.1	unplaced-scaffold	3051			Contig809
GCF_016920845.1	Primary Assembly	Un			JACDQR010000748.1	Chromosome		NW_024399766.1	unplaced-scaffold	1607			Contig810
GCF_016920845.1	Primary Assembly	Un			JACDQR010000749.1	Chromosome		NW_024399767.1	unplaced-scaffold	1320			Contig811
GCF_016920845.1	Primary Assembly	Un			JACDQR010000750.1	Chromosome		NW_024399768.1	unplaced-scaffold	9646			Contig812
GCF_016920845.1	Primary Assembly	Un			JACDQR010000751.1	Chromosome		NW_024399769.1	unplaced-scaffold	1537			Contig814
GCF_016920845.1	Primary Assembly	Un			JACDQR010000752.1	Chromosome		NW_024399770.1	unplaced-scaffold	12357			Contig815
GCF_016920845.1	Primary Assembly	Un			JACDQR010000753.1	Chromosome		NW_024399771.1	unplaced-scaffold	1149			Contig816
GCF_016920845.1	Primary Assembly	Un			JACDQR010000754.1	Chromosome		NW_024399772.1	unplaced-scaffold	19491			Contig817
GCF_016920845.1	Primary Assembly	Un			JACDQR010000755.1	Chromosome		NW_024399773.1	unplaced-scaffold	3417			Contig819
GCF_016920845.1	Primary Assembly	Un			JACDQR010000756.1	Chromosome		NW_024399775.1	unplaced-scaffold	4908			Contig820
GCF_016920845.1	Primary Assembly	Un			JACDQR010000757.1	Chromosome		NW_024399776.1	unplaced-scaffold	901			Contig821
GCF_016920845.1	Primary Assembly	Un			JACDQR010000758.1	Chromosome		NW_024399777.1	unplaced-scaffold	1492			Contig822
GCF_016920845.1	Primary Assembly	Un			JACDQR010000759.1	Chromosome		NW_024399778.1	unplaced-scaffold	19646			Contig823
GCF_016920845.1	Primary Assembly	Un			JACDQR010000760.1	Chromosome		NW_024399779.1	unplaced-scaffold	11380			Contig824
GCF_016920845.1	Primary Assembly	Un			JACDQR010000761.1	Chromosome		NW_024399780.1	unplaced-scaffold	1885			Contig825
GCF_016920845.1	Primary Assembly	Un			JACDQR010000762.1	Chromosome		NW_024399781.1	unplaced-scaffold	2062			Contig826
GCF_016920845.1	Primary Assembly	Un			JACDQR010000763.1	Chromosome		NW_024399782.1	unplaced-scaffold	897			Contig827
GCF_016920845.1	Primary Assembly	Un			JACDQR010000764.1	Chromosome		NW_024399783.1	unplaced-scaffold	1762			Contig828
GCF_016920845.1	Primary Assembly	Un			JACDQR010000765.1	Chromosome		NW_024399784.1	unplaced-scaffold	1821			Contig829
GCF_016920845.1	Primary Assembly	Un			JACDQR010000766.1	Chromosome		NW_024399786.1	unplaced-scaffold	1072			Contig830
GCF_016920845.1	Primary Assembly	Un			JACDQR010000767.1	Chromosome		NW_024399787.1	unplaced-scaffold	1065			Contig831
GCF_016920845.1	Primary Assembly	Un			JACDQR010000768.1	Chromosome		NW_024399788.1	unplaced-scaffold	8514			Contig832
GCF_016920845.1	Primary Assembly	Un			JACDQR010000769.1	Chromosome		NW_024399789.1	unplaced-scaffold	10501			Contig833
GCF_016920845.1	Primary Assembly	Un			JACDQR010000770.1	Chromosome		NW_024399790.1	unplaced-scaffold	2457			Contig834
GCF_016920845.1	Primary Assembly	Un			JACDQR010000771.1	Chromosome		NW_024399791.1	unplaced-scaffold	1298			Contig835
GCF_016920845.1	Primary Assembly	Un			JACDQR010000772.1	Chromosome		NW_024399792.1	unplaced-scaffold	1318			Contig836
GCF_016920845.1	Primary Assembly	Un			JACDQR010000773.1	Chromosome		NW_024399793.1	unplaced-scaffold	15729			Contig837
GCF_016920845.1	Primary Assembly	Un			JACDQR010000774.1	Chromosome		NW_024399794.1	unplaced-scaffold	771			Contig838
GCF_016920845.1	Primary Assembly	Un			JACDQR010000775.1	Chromosome		NW_024399795.1	unplaced-scaffold	15375			Contig839
GCF_016920845.1	Primary Assembly	Un			JACDQR010000776.1	Chromosome		NW_024399797.1	unplaced-scaffold	1295			Contig840
GCF_016920845.1	Primary Assembly	Un			JACDQR010000777.1	Chromosome		NW_024399798.1	unplaced-scaffold	1080			Contig841
GCF_016920845.1	Primary Assembly	Un			JACDQR010000778.1	Chromosome		NW_024399799.1	unplaced-scaffold	7257			Contig842
GCF_016920845.1	Primary Assembly	Un			JACDQR010000779.1	Chromosome		NW_024399800.1	unplaced-scaffold	3310			Contig843
GCF_016920845.1	Primary Assembly	Un			JACDQR010000780.1	Chromosome		NW_024399801.1	unplaced-scaffold	2251			Contig844
GCF_016920845.1	Primary Assembly	Un			JACDQR010000781.1	Chromosome		NW_024399802.1	unplaced-scaffold	2476			Contig845
GCF_016920845.1	Primary Assembly	Un			JACDQR010000782.1	Chromosome		NW_024399803.1	unplaced-scaffold	39738			Contig848
GCF_016920845.1	Primary Assembly	Un			JACDQR010000783.1	Chromosome		NW_024399804.1	unplaced-scaffold	2893			Contig849
GCF_016920845.1	Primary Assembly	Un			JACDQR010000784.1	Chromosome		NW_024399806.1	unplaced-scaffold	2469			Contig850
GCF_016920845.1	Primary Assembly	Un			JACDQR010000785.1	Chromosome		NW_024399807.1	unplaced-scaffold	4302			Contig851
GCF_016920845.1	Primary Assembly	Un			JACDQR010000786.1	Chromosome		NW_024399808.1	unplaced-scaffold	3407			Contig852
GCF_016920845.1	Primary Assembly	Un			JACDQR010000787.1	Chromosome		NW_024399809.1	unplaced-scaffold	7613			Contig853
GCF_016920845.1	Primary Assembly	Un			JACDQR010000788.1	Chromosome		NW_024399810.1	unplaced-scaffold	2109			Contig855
GCF_016920845.1	Primary Assembly	Un			JACDQR010000789.1	Chromosome		NW_024399811.1	unplaced-scaffold	1011			Contig858
